SHOW_DETAILS,110265
START_TUNEIN,526
SHOW_PREVIEW,4467
PLAY_SELECTOR,1124
HIDE_PREVIEW,1858
ADD_SHOW_REMINDER,1081
RATE_SHOW,27
start_watch,2
REMOVE_SHOW_REMINDER,2157
FAVOUR_A_SHOW,1876
UNFAVOUR_A_SHOW,882
MARK_SHOW_AS_SPAM,1351
SHARE_A_SHOW,545
PLAY,17
TUNEIN,40
PLAYCHOICE,1
PLAY_TV_LIVE,12514
PLAY_EMBEDDED_LIVE,101
PLAY_DEVICE_WEB,2605
PLAY_DEVICE_APP,1594
PLAY_TV_APP,151
UNMARK_SHOW_AS_SPAM,488
REMOVE_SHOW_RECORDING,284
SESSION_TIME,922
ADD_SHOW_RECORDING,308
ADD_SHOW_RECORDINGSSS,9
